date,Gross_Capital_Formation_const_2015usd,Gross_Capital_Formation_annual_growth,Gross_Fixed_Capital_Formation_const_2015usd,Gross_Fixed_Capital_Formation_annual_growth,household_consu,Country_ISO
2005,118860363428.629,6.93131427498174,103314378065.657,20.9552874907547,252952181100.091,IDB
2004,111155805233.041,-9.45033067292785,96407196719.8502,20.5982043738373,207914357826.439,IDB
2003,122756721321.132,15.3041411276571,106839651541.469,21.465218272368,178082679618.4,IDB
2002,106463410698.514,3.63078250114575,93659807352.5137,20.7066820630681,159454067886.053,IDB
2001,102733384935.444,-13.1054453439427,89891486148.8877,22.2546061231361,141133370103.11,IDB
2000,118227644231.654,7.01006515456244,103621995704.646,22.9722781895081,125416689948.51,IDB
1999,110482732685.836,-1.04223674893076,97143332135.2779,23.4264905615779,118293263039.376,IDB
1998,111646351995.17,2.65563914762279,96293399073.9446,25.2278868081493,116541392200.924,IDB
1997,108758128556.989,2.0768313607901,96008573441.606,24.7288113099589,116935877772.95,IDB
1996,106545361084.519,6.21488597515085,93504891802.5321,23.9943086608461,111934063793.167,IDB
1995,100311138223.549,-3.8988725753653,88083723405.3374,24.541103575835,97470553256.5467,IDB
1994,104380813120.237,0.537874382787436,91446783791.8301,24.9575984697052,82168900845.255,IDB
1993,103822379139.247,6.70550075051837,92101033237.1234,23.9615363488526,82136360164.535,IDB
1992,97298057184.5004,2.14568993391111,86735022653.1515,29.1868599366771,81544448465.0001,IDB
1991,95254197458.0159,-0.135641097169156,87005648660.1335,31.3031080187729,76553518103.7679,IDB
1990,95383576788.0905,10.0269389172453,86559935214.0947,34.518615225912,73234318422.0672,IDB
1989,86691111946.5311,5.26805824664214,78497951542.7974,32.3858506952254,67474107732.4882,IDB
1988,82352722554.6562,1.33163389834219,74663990222.3289,30.0924190505971,77308298646.1777,IDB
1987,81270497066.3692,-3.92069868629849,73535203424.5552,34.7568136829964,71217846275.9615,IDB
1986,84586894320.7849,-1.25042589985658,76529802866.8408,38.1290333194713,69200318762.6759,IDB
1985,85657983937.2311,-6.39897104345852,76449843813.3766,35.9001050868631,80193771288.7267,IDB
1984,91513934079.7222,-21.3037725570114,82939162867.2567,43.8510331027139,69913062765.7063,IDB
1983,116287574453.324,-16.3429805548341,106626433129.631,59.1987472965927,63198049216.2504,IDB
1982,139005160863.454,-13.0577384460187,127481298280.775,71.7316550272087,62532897631.8903,IDB
1981,159882154407.896,,149730387705.658,77.1211159470098,59626877776.8721,IDB
1980,,,,,,IDB
1979,,,,,,IDB
1978,,,,,,IDB
1977,,,,,,IDB
1976,,,,,,IDB
1975,,,,,,IDB
1974,,,,,,IDB
1973,,,,,,IDB
1972,,,,,,IDB
1971,,,,,,IDB
1970,,,,,,IDB
1969,,,,,,IDB
1968,,,,,,IDB
1967,,,,,,IDB
1966,,,,,,IDB
1965,,,,,,IDB
1964,,,,,,IDB
1963,,,,,,IDB
1962,,,,,,IDB
1961,,,,,,IDB
1960,,,,,,IDB
2021,,,,,,IDX
2020,380744565753.727,1.96688453633571,375464986742.566,27.2913857555282,904252383117.221,IDX
2019,373400214672.685,6.65607969067538,368464075300.89,28.6584450437751,873721570034.286,IDX
2018,350097449442.754,8.46733039464473,337873376850.479,28.424869808304,838590628978.048,IDX
2017,322767646413.872,6.18990525371255,311481571629.892,28.3817472030463,767619854290.84,IDX
2016,303953229492.676,5.98478078646534,294612765686.667,28.1432172370795,709105173983.205,IDX
2015,286789506226.438,0.311102883080295,279207833144.303,27.7803238458481,687426048394.206,IDX
2014,285900062888.065,-4.90672769208138,278495423221.153,26.9313250937279,698449810904.05,IDX
2013,300652250100.617,-11.1524471668653,297170256077.71,25.6992814896145,677156327394.218,IDX
2012,338391143608.958,-30.7735181132335,341766002374.865,24.0978401705844,632230359222.241,IDX
2011,488817479071.756,-1.83781157940084,516491084338.058,23.8218300831418,619332664604.339,IDX
2010,497969214966.257,-6.76174626185723,523499863145.755,23.2497319711056,710971083801.663,IDX
2009,534082519782.911,-22.9678991744697,563871370826.059,21.8980100327637,658827134535.612,IDX
2008,693324619294.172,5.4972161111148,729615047832.745,21.9382298499658,646279326539.057,IDX
2007,657197075763.525,7.07163124315812,693622992761.572,23.018197667383,531516061647.553,IDX
2006,613791970975.99,,646843879521.569,23.3409589380584,443362429702.279,IDX
2005,,,570715474741.027,23.5936376279795,385080605684.32,IDX
2004,,,526265699921.847,22.7379673173941,330731580249.535,IDX
2003,,,483107322443.697,22.6669278507249,293343548749.694,IDX
2002,,,447538311127.088,21.4074580517953,268028344989.735,IDX
2001,,,401234089833.101,21.1427000431821,254314087225.252,IDX
2000,,,,19.7904648028175,259704400690.481,IDX
1999,,,,19.9895882275581,245429543483.565,IDX
1998,,,,20.3374234219624,239185890865.541,IDX
1997,,,,19.5656690694083,226196317758.156,IDX
1996,,,,21.2508240253064,215965542213.679,IDX
1995,,,,20.4661436961265,194041751683.546,IDX
1994,,,,22.4722081906158,168654803812.495,IDX
1993,,,,19.3324553381611,171420380231.523,IDX
1992,,,,,165951116078.069,IDX
1991,,,,,164187966480.721,IDX
1990,,,,,160227898528.935,IDX
1989,,,,,,IDX
1988,,,,,,IDX
1987,,,,,,IDX
1986,,,,,,IDX
1985,,,,,,IDX
1984,,,,,,IDX
1983,,,,,,IDX
1982,,,,,,IDX
1981,,,,,,IDX
1980,,,,,,IDX
1979,,,,,,IDX
1978,,,,,,IDX
1977,,,,,,IDX
1976,,,,,,IDX
1975,,,,,,IDX
1974,,,,,,IDX
1973,,,,,,IDX
1972,,,,,,IDX
1971,,,,,,IDX
1970,,,,,,IDX
1969,,,,,,IDX
1968,,,,,,IDX
1967,,,,,,IDX
1966,,,,,,IDX
1965,,,,,,IDX
1964,,,,,,IDX
1963,,,,,,IDX
1962,,,,,,IDX
1961,,,,,,IDX
1960,,,,,,IDX
2021,,,,,,IDA
2020,566676402183.318,-0.122480409413299,563029098564.199,25.2987336566455,1587307299246.7,IDA
2019,567371320900.05,4.31481027622316,569167333947.533,25.1855675352558,1624936627236.68,IDA
2018,543902940912.862,8.80808869856114,526476989509.775,23.7898679044249,1576712757482.22,IDA
2017,499873628347.315,4.3621672953235,477562795696.355,22.6073059684986,1488802117002.82,IDA
2016,478979731163.281,3.23739017146139,458302192204.38,22.3563631432722,1446863872616.02,IDA
2015,463959550282.867,1.43261586145971,445336334343.012,22.0847332938055,1467657922464.95,IDA
2014,457406669780.221,0.356686356298241,435888369810.5,21.5408130211767,1465149822613.05,IDA
2013,455780961276.742,-6.01526489716142,435072699754.655,20.5444188588181,1397978740177.78,IDA
2012,484952115657.957,-23.0075434355388,466708262291.546,19.7141926789169,1227025760320.8,IDA
2011,629869648660.886,-3.13391914287435,620027649191.124,19.9784852199214,1185506739031.23,IDA
2010,650247891818.73,-4.3380694143685,634694804836.594,20.6006450192062,1188775080627.26,IDA
2009,679735280103.575,-18.3468983405478,666938084595.635,21.1139443090564,1067352616425.49,IDA
2008,832467188985.085,4.7616137744803,811156473914.874,20.7814281768604,1053478397644.16,IDA
2007,794629978473.921,3.67706354381203,774394759173.154,21.623843319072,891197731886.114,IDA
2006,766447226910.632,15.9057582658941,744437130409.068,23.0234321828052,715227438969.061,IDA
2005,661267600831.669,8.39183604673745,641242160266.793,22.386281198234,624036913509.096,IDA
2004,610071408465.244,4.95867229352116,592621143729.928,21.7490082134666,525439953928.943,IDA
2003,581249167061.826,9.65837166687015,565301214120.027,22.073409438159,458868703926.004,IDA
2002,530054530471.778,9.45356455674826,517514604511.34,21.0280073731321,415573503620.927,IDA
2001,484273429210.212,0.196254470174367,470843485469.607,21.5130683525865,382791792667.418,IDA
2000,483324882522.796,33.8742756259099,477506598030.336,21.0817446678201,369700594622.713,IDA
1999,361028943210.397,-0.591189071559455,422790162957.152,21.3188343027366,349112865228.692,IDA
1998,363176000033.12,11.6394061987988,427244314294.478,22.2416815081585,341691726094.047,IDA
1997,325311655085.664,19.825067633555,380623356999.785,21.7114714951349,330942748091.162,IDA
1996,271488814077.302,27.5265701970905,305763036739.673,22.3843226713294,316307773346.469,IDA
1995,212888038671.251,1.43836640701869,235972957789.986,22.2603509745563,280597401778.86,IDA
1994,209869348464.311,1.01778903692309,233592345711.576,23.4970338521816,241014748951.458,IDA
1993,207754842454.136,,232678345650.736,21.2961592117359,243348427531.391,IDA
1992,,,221641352227.783,23.3072014321585,237996563734.529,IDA
1991,,,205332921928.683,22.9624084267935,230612762171.198,IDA
1990,,,214137799408.853,24.3896605382066,223285672583.247,IDA
1989,,,,22.9142485483562,205101583606.104,IDA
1988,,,,21.6153039405194,219850572379.899,IDA
1987,,,,24.1466956400358,225513156151.945,IDA
1986,,,,26.3828558712459,200070968422.829,IDA
1985,,,,26.694392163366,200403648257.062,IDA
1984,,,,31.6664351643964,180070292091.224,IDA
1983,,,,42.3205843649416,166895184717.155,IDA
1982,,,,,167381170944.623,IDA
1981,,,,,167097300541.012,IDA
1980,,,,,,IDA
1979,,,,,,IDA
1978,,,,,,IDA
1977,,,,,,IDA
1976,,,,,,IDA
1975,,,,,,IDA
1974,,,,,,IDA
1973,,,,,,IDA
1972,,,,,,IDA
1971,,,,,,IDA
1970,,,,,,IDA
1969,,,,,,IDA
1968,,,,,,IDA
1967,,,,,,IDA
1966,,,,,,IDA
1965,,,,,,IDA
1964,,,,,,IDA
1963,,,,,,IDA
1962,,,,,,IDA
1961,,,,,,IDA
1960,,,,,,IDA
2021,,,,,,LTE
2020,8189288970082.63,2.62704925127939,,35.9912106522346,9870523351732.6,LTE
2019,7979659387878.71,4.71948227577452,,35.2048004465683,10459114787291.1,LTE
2018,7620033268369.87,5.57845855567562,,34.5160521014569,10154470861683.9,LTE
2017,7217412881957.86,5.69645550675713,,33.5924279980861,9404142821819.72,LTE
2016,6828434167781.96,5.80867667563302,,33.9088058137231,8474738268477.36,LTE
2015,6453567308771.1,2.26856699927032,6303712678533.52,34.1235970961117,8339082363322.38,LTE
2014,6310411398271.71,5.6961523196356,,33.6523334557039,9007996923925.43,LTE
2013,5970332183132.27,7.03103826436585,,33.5270326835801,8633434842623.54,LTE
2012,5578131614855.12,6.56405063177554,,32.988281562819,7971795563544.38,LTE
2011,5234534143348.17,9.24296088682866,,32.0305138153883,7485611935590.67,LTE
2010,4791644331913.46,14.999601112483,,31.9262214047834,6197765434632.49,LTE
2009,4166661697571.17,6.96591222990138,,32.1086299514315,5326788369468.82,LTE
2008,3895317312505.86,11.5105291074182,,29.3585343428824,5486786633097.61,LTE
2007,3493228257175.16,17.6164518903181,,28.424084416255,4479156484703.18,LTE
2006,2970016694971.15,14.947000793358,,27.6389559556019,3606385302291.49,LTE
2005,2583813996426.4,9.21261016772408,,27.6991732007015,3065942334825.07,LTE
2004,2365856829589.81,15.8564133261031,,27.8386870922141,2569414566648.83,LTE
2003,2042059443813.95,15.7250948199674,,27.296920577557,2186883645696.15,LTE
2002,1764577896428.4,7.35775928334286,,26.0630943838642,1972556056325.73,LTE
2001,1643642628355.59,13.3828038665402,,25.4556766813879,1887581238453.1,LTE
2000,1449640132634.46,11.8645844192489,,24.5604017458063,1851888406043.75,LTE
1999,1295888363739.38,-0.0654014787823627,,24.2300712399867,1717990313863.36,LTE
1998,1296736448552.65,-3.36256646887631,,24.5915303086787,1911458639810.57,LTE
1997,1341857291910.6,4.98278112446332,,24.8081584012476,1992929492825.21,LTE
1996,1278168931645.8,5.85012167064835,,25.2870198124361,1905416318847.26,LTE
1995,1207527125592.55,,,25.6862778213173,1708233584131.92,LTE
1994,,,,26.1908365681973,1335191951215.1,LTE
1993,,,,25.8870767318255,1116849243809.09,LTE
1992,,,,24.7604380612534,1034537135001.28,LTE
1991,,,,23.3206740070229,1079821845565.5,LTE
1990,,,,25.0884189646184,1091507423990.69,LTE
1989,,,,27.4171624273208,970425061547.739,LTE
1988,,,,25.6643134408157,1025319636314.83,LTE
1987,,,,24.0625353899009,928669085733.046,LTE
1986,,,,24.0775106236092,925229781008.393,LTE
1985,,,,23.8664531070087,847954615085.23,LTE
1984,,,,23.5395834968655,808746242061.076,LTE
1983,,,,23.3545900995235,790853561932.177,LTE
1982,,,,23.9161937402348,868805862921.265,LTE
1981,,,,23.9012225464289,832879679320.146,LTE
1980,,,,23.521632303051,774644813567.099,LTE
1979,,,,23.8818711770403,687382816579.9,LTE
1978,,,,24.1099776445782,581727738414.781,LTE
1977,,,,23.7133219019847,559481841838.684,LTE
1976,,,,24.4470780557057,487014983858.168,LTE
1975,,,,25.3365051235809,431107811343.54,LTE
1974,,,,23.0262220178336,400038664092.444,LTE
1973,,,,21.8172522881111,344339443238.983,LTE
1972,,,,22.3130396202697,273762417137.406,LTE
1971,,,,22.5174853704103,236511697239.102,LTE
1970,,,,21.9073801180273,214289746181.465,LTE
1969,,,,19.4883748311136,193176399200.98,LTE
1968,,,,17.0927791016362,181744769115.784,LTE
1967,,,,17.9134299903567,176191998724.494,LTE
1966,,,,20.5823207251536,162636271722.615,LTE
1965,,,,20.0491205586234,147067351874.678,LTE
1964,,,,19.5526336188145,141442847483.067,LTE
1963,,,,16.884940168971,135344238605.615,LTE
1962,,,,15.559762999858,130510515241.221,LTE
1961,,,,18.6297913378712,116816578602.389,LTE
1960,,,,30.8204098648849,108936440707.811,LTE
2021,,,,,,LAC
2020,922884941968.301,-11.1791833265494,917859178629.074,17.5320126141205,3012269057886.58,LAC
2019,1039041270427.95,-1.77236214228441,1028822130902.31,18.2251299318826,3671829984353.82,LAC
2018,1057789124414.27,2.13136670272445,1041825728803.06,18.481259759359,3731492572869.71,LAC
2017,1035714255634.31,0.864818836982309,1014723539831.37,17.8760023141334,3802761642569.45,LAC
2016,1026834001762.53,-4.57231732777575,1006151283431.11,18.4329354950826,3415980404949.16,LAC
2015,1076033675982.16,-3.31323672103154,1054555029104.28,19.6342747745929,3495878788084.79,LAC
2014,1112906916614.33,-0.863532684298917,1093331041337.71,20.3729998933532,4199451900395.66,LAC
2013,1122600942668.52,3.49630744241934,1102436214989.88,20.8464362643989,4042643907395.31,LAC
2012,1084677289857.02,2.21298142950471,1068863555990.16,20.8770096847084,3884948563720.63,LAC
2011,1061193279647.27,9.29775152787084,1036078697164.38,20.5389084715601,3785383450214.3,LAC
2010,970919588749.88,15.2276075268407,948488468511.295,20.2323606291927,3329807226996.82,LAC
2009,842610212594.858,-10.5117558831126,839672963230.854,19.9929956848134,2743574720523.25,LAC
2008,941587602829.999,9.87535876116723,916255457249.099,20.9363711250608,2863860936414.84,LAC
2007,856959752801.99,10.8871739479661,837121433049.489,20.1456912584486,2467681923100.02,LAC
2006,772821348305.007,9.38510978908553,752715313159.242,19.3609870661494,2103608460852.15,LAC
2005,706514213676.018,5.64794659978263,686571348503.709,18.804485697709,1823604835677.16,LAC
2004,668743914495.989,9.93663407818262,642733853512.161,18.3981798533907,1515121424504.17,LAC
2003,608299426395.395,1.99940605280324,586598915031.612,17.8310486255827,1353053857778.8,LAC
2002,596375459363.449,-3.40296194387739,577260247944.598,18.2669076717943,1327869621798.9,LAC
2001,617384830181.808,-3.29589862256866,596665310849.926,18.5722645339547,1496806105463.57,LAC
2000,638426727913.209,3.60042189016248,617183400670.149,19.1640461625624,1521859749369.67,LAC
1999,616239505848.8,-6.93661639517369,598980494178.731,19.0229449808906,1381271730522.0,LAC
1998,662171825242.814,4.49728154689402,634186758993.274,20.2183880613897,1522142381316.12,LAC
1997,633673733364.689,11.4177624168557,607576094076.942,19.9655994772903,1513569153429.96,LAC
1996,568736725293.296,4.73232288655952,545325045080.503,18.8143071831411,1385864496764.24,LAC
1995,543038395041.921,-7.00589485195458,513163779376.289,19.0214535346712,1273620037246.47,LAC
1994,583949266652.345,13.7077637365593,562847729748.943,20.5700421045675,1174657334895.05,LAC
1993,513552678782.12,5.09531102352024,494831981027.629,19.9475761825718,1015371394194.3,LAC
1992,488654226131.162,7.45806015078068,466412731476.577,18.510811982795,912687231748.293,LAC
1991,454739482031.876,7.46859972101608,444549531522.756,17.5640137557247,817965947689.565,LAC
1990,423137068141.169,-0.898148765240933,412717454574.706,18.4259603566967,728283980426.614,LAC
1989,426971911088.536,-0.394907589094387,417229706851.023,21.1892518245344,582266726695.346,LAC
1988,428664740681.258,0.538280570191674,414738413094.823,20.8187633597958,598597485851.261,LAC
1987,426369675560.527,4.56178682822465,416261402325.084,20.009300548667,531730807683.2,LAC
1986,407768161289.145,4.55091234281551,407907706370.741,18.6148436575475,524090393326.063,LAC
1985,390018749862.364,4.68463836884561,379969215900.16,17.4339243724272,514509150173.281,LAC
1984,372565407818.645,1.98791816251591,364268649395.164,17.5200097572217,517558416508.526,LAC
1983,365303473716.337,-18.0256089701102,356077845000.205,18.4164837710367,508572184475.978,LAC
1982,445631213756.914,-15.4836955956307,436996722431.475,21.573916589328,592419476846.966,LAC
1981,527272479431.644,-0.212663081333716,496990540488.772,23.374006482237,637880027874.211,LAC
1980,528396183036.139,10.5684192088925,500241569804.453,22.7049398279727,547641714198.293,LAC
1979,477890691407.879,7.78093992081675,448446939550.862,23.3324283250888,458881998218.617,LAC
1978,443390725446.42,4.09049123204403,412647603624.081,23.7761977008428,384095776398.268,LAC
1977,425966599060.417,1.58064200719808,392504624058.168,23.1817441943782,338597625021.663,LAC
1976,419338360777.669,4.33063622586462,389775938198.182,23.4430675827113,308570483779.361,LAC
1975,401932141839.763,4.61041819026342,371812316008.304,23.5288102747499,274731978024.875,LAC
1974,384218081519.124,12.1783815408908,346297314557.251,20.9731573025553,265421435447.841,LAC
1973,342506351260.8,12.3417409061193,314317852578.709,20.2087484459703,208006588039.769,LAC
1972,304878977749.706,7.99127658916787,280267602545.518,20.6622438972379,161899378710.733,LAC
1971,282318153261.175,7.4233943903233,257552580141.135,20.3421671690486,144000125937.6,LAC
1970,262808818194.081,6.09480311654079,239252676965.969,20.2624444087994,127273089537.83,LAC
1969,247711302037.477,2.60069510858526,,,117204905862.726,LAC
1968,241432381891.094,10.8116513508352,,,106836961480.419,LAC
1967,217876350499.197,3.92903357492057,,,98486118169.5375,LAC
1966,209639542488.514,5.45779599763485,,,95014513720.0159,LAC
1965,198789990351.415,,,,86516819145.3614,LAC
1964,,,,,82883862646.7822,LAC
1963,,,,,74348476597.9435,LAC
1962,,,,,73740441857.3206,LAC
1961,,,,,62697008637.4771,LAC
1960,,,,,60057398564.0865,LAC
2021,,,,,,LDC
2020,356896719580.678,2.20596083048285,370151778430.923,27.9761521947538,763048883601.135,LDC
2019,349193644559.167,8.22903459646741,360595210006.955,29.4430799609295,747282359803.419,LDC
2018,322643222182.603,6.64866711852366,323981776584.953,28.9055643718969,725778787084.518,LDC
2017,302529071295.41,5.68493300540283,299339785684.1,29.1096292272072,683166044566.581,LDC
2016,286255630478.513,1.91732818051476,283179926975.423,28.6803756355727,627177294764.972,LDC
2015,280870422713.104,-1.13173081510757,267794584537.712,28.3245829850089,613704441207.047,LDC
2014,284085505924.911,-5.37149389088107,271802319903.457,27.7949104439564,612512929679.486,LDC
2013,300211339696.437,-9.89885876311925,296366686967.815,26.3847883897967,574688715398.266,LDC
2012,333193714946.59,-31.6888445576814,344985578604.884,25.7979358479732,521626992128.372,LDC
2011,487758862793.554,-1.05978478140017,554572040560.15,25.1684447497606,495145809192.121,LDC
2010,492983426118.382,-7.34461158960139,,24.675700315856,441460330349.414,LDC
2009,532061259011.521,-21.1938386562056,,25.8675508759007,408590063565.445,LDC
2008,675151853533.871,6.41734106099329,,24.4249850883361,392123536392.904,LDC
2007,634437815117.845,6.89320039087687,,23.5082318306421,331089970117.195,LDC
2006,593524950883.586,12.4849436444465,,22.8433008892822,280019380291.594,LDC
2005,527648351551.527,8.98432551311143,,23.2289440869332,251930240929.804,LDC
2004,484150678611.162,9.23934423275708,,22.7379390767002,219825443320.901,LDC
2003,443201743851.17,8.55079278275291,,22.2057103340607,196193750768.177,LDC
2002,408289734685.004,11.240095895827,,21.5715153055416,177721036810.723,LDC
2001,367034684208.97,7.63967130749815,,20.3985968286576,164240786259.692,LDC
2000,340984582868.568,,,19.7195026786835,173407392538.349,LDC
1999,,,,,156776283864.558,LDC
1998,,,,,155065996250.052,LDC
1997,,,,,147435529126.466,LDC
1996,,,,,141281536067.442,LDC
1995,,,,,133670854564.196,LDC
1994,,,,,115076010424.731,LDC
1993,,,,,,LDC
1992,,,,,,LDC
1991,,,,,,LDC
1990,,,,,,LDC
1989,,,,,,LDC
1988,,,,,,LDC
1987,,,,,,LDC
1986,,,,,,LDC
1985,,,,,,LDC
1984,,,,,,LDC
1983,,,,,,LDC
1982,,,,,,LDC
1981,,,,,,LDC
1980,,,,,,LDC
1979,,,,,,LDC
1978,,,,,,LDC
1977,,,,,,LDC
1976,,,,,,LDC
1975,,,,,,LDC
1974,,,,,,LDC
1973,,,,,,LDC
1972,,,,,,LDC
1971,,,,,,LDC
1970,,,,,,LDC
1969,,,,,,LDC
1968,,,,,,LDC
1967,,,,,,LDC
1966,,,,,,LDC
1965,,,,,,LDC
1964,,,,,,LDC
1963,,,,,,LDC
1962,,,,,,LDC
1961,,,,,,LDC
1960,,,,,,LDC
2021,,,,,,LMY
2020,10544884999659.9,-0.0368467342528049,,32.3527245381901,15689846500912.2,LMY
2019,10548771877600.5,3.22584021085312,,31.8451278005694,16754170252935.5,LMY
2018,10219119414337.7,5.89666735441993,,31.8468653190128,16173545715813.5,LMY
2017,9650085946648.26,6.05070101648637,,30.8083583316444,15463979788572.8,LMY
2016,9099502270284.93,4.6576322329657,,30.823898940217,14188940092432.6,LMY
2015,8694542458241.01,1.78780311150346,8361800307119.09,31.2039949917819,13993952467697.9,LMY
2014,8541831331909.75,4.80841570036567,,31.1047479641472,14684289208205.1,LMY
2013,8149947954875.87,4.96195991781508,,30.9903958135075,14172122885741.9,LMY
2012,7764668229573.13,3.58243689463093,,30.6478174256523,13254511925215.6,LMY
2011,7496124306741.04,7.16802979990999,,30.1309464041685,12454974421967.1,LMY
2010,6994739308669.59,12.4860580839835,,29.6948701569751,10685246536662.4,LMY
2009,6218316676585.14,4.50816191505363,,29.8168319856872,9027198500006.18,LMY
2008,5950077546708.28,8.88645805524546,,28.192106387799,9164607422934.08,LMY
2007,5464478919581.9,32.5255728754998,,27.2643392171653,7824733833498.84,LMY
2006,4123339217492.36,19.2113264702846,,26.5111833429367,6385697124211.56,LMY
2005,3458848533591.45,4.92301009204552,,26.1211643599851,5534359448195.04,LMY
2004,3296558620036.84,40.4106954763608,,25.8487231865914,4701926832707.93,LMY
2003,2347797373165.1,-12.3456008258227,,24.9167251269973,4082271080088.42,LMY
2002,2678470670365.11,44.856157308863,,23.8807663592189,3680119682207.3,LMY
2001,1849055449299.31,1.86557959228186,,23.4150322570335,3637401445023.8,LMY
2000,1815191605152.77,3.2178772435248,,22.7359887995556,3609710710209.1,LMY
1999,1758601953099.79,-9.50997564002716,,22.5599527817185,3371422076471.96,LMY
1998,1943420797527.91,-22.4333088930129,,23.1809780133077,3464958906653.37,LMY
1997,2505483693828.54,1.48749339131588,,23.4161329270295,3558667158872.72,LMY
1996,2468761036562.29,-13.0638756143286,,23.6790363170111,3358951086531.85,LMY
1995,2839741308929.56,,,23.6874765372226,3055820534743.72,LMY
1994,,,,24.2901597578473,2706306497301.93,LMY
1993,,,,23.7900791313548,2451948687786.57,LMY
1992,,,,23.2696043166846,2268143188647.39,LMY
1991,,,,22.3018766765288,2196527693621.72,LMY
1990,,,,23.0771412513753,2237832621405.79,LMY
1989,,,,24.903738358704,1921766877450.61,LMY
1988,,,,24.0362332067084,1956154545072.36,LMY
1987,,,,23.8687504983693,1840034008083.11,LMY
1986,,,,24.5345342060727,1810922454078.24,LMY
1985,,,,24.3460044167003,1725484888100.98,LMY
1984,,,,25.3128260958468,1646965646977.4,LMY
1983,,,,27.1340664229122,1572219823696.06,LMY
1982,,,,29.0047047584993,1603486628565.55,LMY
1981,,,,30.2511605269203,1599985603038.8,LMY
1980,,,,30.7064329637862,1443317544848.51,LMY
1979,,,,30.414334599377,1227569045814.84,LMY
1978,,,,32.0976412293596,1043726621059.39,LMY
1977,,,,32.5456346592329,954600010037.793,LMY
1976,,,,32.6403297035762,844512830618.241,LMY
1975,,,,31.5516825909724,786654661914.26,LMY
1974,,,,27.7713768494784,722586996748.007,LMY
1973,,,,27.3619859331159,578744355536.397,LMY
1972,,,,27.5100152127116,469182326178.858,LMY
1971,,,,26.7546016453306,421254090950.674,LMY
1970,,,,25.9458957484009,385530721489.722,LMY
1969,,,,24.4280978764434,358299587484.67,LMY
1968,,,,22.7838064065362,330290532604.32,LMY
1967,,,,23.2858632383627,314873737237.643,LMY
1966,,,,24.6983998353476,294613170020.469,LMY
1965,,,,24.7617605295758,290446480416.388,LMY
1964,,,,23.5509391637658,273163070460.789,LMY
1963,,,,21.3842149985929,245408370675.472,LMY
1962,,,,21.5262777110614,233707536778.366,LMY
1961,,,,23.0188832245325,217288061059.495,LMY
1960,,,,29.7598221304686,211244156649.396,LMY
2021,,,,,,LIC
2020,150715193458.706,8.30427072311244,144842567516.099,24.9208103670705,347168516669.008,LIC
2019,139159049271.492,14.2261790936558,134804368928.954,26.0512961824793,335685705348.056,LIC
2018,121827632137.983,8.53570427181469,117426059837.005,25.74726206488,316723723956.999,LIC
2017,112246594754.552,-3.98669982928965,110589615478.847,27.5477030378245,293532694721.508,LIC
2016,116907339457.116,2.58334652742762,112288461062.213,27.4926356494542,275204377312.395,LIC
2015,113963273196.452,-9.09718226178995,111075761732.805,26.5625931572458,281634544680.313,LIC
2014,125368251537.212,-21.4550351580227,121680372829.406,25.9746878754399,298571102139.379,LIC
2013,159613352414.68,-24.0209730306198,154979900220.523,24.2091721597933,292698100917.502,LIC
2012,210075541608.35,-47.9610175923037,205025695795.905,22.4208006312526,290815986254.402,LIC
2011,403688796146.177,-4.42948249852769,399139102868.717,23.1739921952546,292303896930.288,LIC
2010,422398880638.015,-10.2034698590741,417371589717.707,25.4605899181695,444000107581.304,LIC
2009,470395548664.415,-26.2825426868835,464885636860.487,23.220291991653,426081302176.309,LIC
2008,638106041376.874,4.6281405523586,629915212260.824,22.302892519869,414704490626.588,LIC
2007,609879940528.571,,602330329106.178,24.5016185673231,336775703781.761,LIC
2006,,,,25.256029744423,277692573093.175,LIC
2005,,,,25.7620729036709,236729132558.122,LIC
2004,,,,24.4555343353869,194592957770.519,LIC
2003,,,,25.1044972256386,168877733854.209,LIC
2002,,,,22.7915504523988,154626237893.964,LIC
2001,,,,22.2907359569624,143087331373.03,LIC
2000,,,,19.6739589994021,151956719732.746,LIC
1999,,,,19.2026040539645,136849495975.362,LIC
1998,,,,20.1239671317509,135212309157.475,LIC
1997,,,,19.8277441634812,129145860715.063,LIC
1996,,,,23.5550572347821,121898837304.75,LIC
1995,,,,23.1946714113838,110432101745.538,LIC
1994,,,,25.9643658874458,97592966927.513,LIC
1993,,,,,,LIC
1992,,,,,,LIC
1991,,,,,,LIC
1990,,,,,,LIC
1989,,,,,,LIC
1988,,,,,,LIC
1987,,,,,,LIC
1986,,,,,,LIC
1985,,,,,,LIC
1984,,,,,,LIC
1983,,,,,,LIC
1982,,,,,,LIC
1981,,,,,,LIC
1980,,,,,,LIC
1979,,,,,,LIC
1978,,,,,,LIC
1977,,,,,,LIC
1976,,,,,,LIC
1975,,,,,,LIC
1974,,,,,,LIC
1973,,,,,,LIC
1972,,,,,,LIC
1971,,,,,,LIC
1970,,,,,,LIC
1969,,,,,,LIC
1968,,,,,,LIC
1967,,,,,,LIC
1966,,,,,,LIC
1965,,,,,,LIC
1964,,,,,,LIC
1963,,,,,,LIC
1962,,,,,,LIC
1961,,,,,,LIC
1960,,,,,,LIC
2021,,,,,,LMC
2020,2100614255660.47,-8.6702663104563,1972388807682.41,25.9766694592325,4739587982538.76,LMC
